fold,bug_id,triaged,selected_tool,score,success,score_FlexFL,adj_score_FlexFL,score_BRaIn,adj_score_BRaIn,score_boostnsift,adj_score_boostnsift,score_buglocator,adj_score_buglocator,score_locus,adj_score_locus
5,95,0,locus,0.3044,1,0.3265,0.0917,0.5124,0.1986,0.4429,0.1046,0.337,-0.0048,0.5833,0.3044
5,57,0,BRaIn,0.324,1,0.32,0.2705,0.3981,0.324,0.2718,0.1187,0.1551,-0.0014,0.3436,0.179
5,26,0,BRaIn,0.5003,0,0.7564,0.1177,0.9873,0.5003,0.7435,0.0012,0.3411,-0.4046,0.5363,-0.2174
5,13,0,buglocator,0.2618,1,1.3818,-0.0978,1.5281,-0.0305,1.4171,-0.166,1.8281,0.2618,1.8078,0.2132
5,14,1,,0.0,0,,,,,,,,,,
5,98,0,locus,0.3473,1,1.8801,-0.4919,1.7376,-0.7133,2.6067,0.1312,2.4654,-0.0136,2.7205,0.3473
5,15,0,buglocator,0.264,0,1.3836,-0.3262,1.5453,-0.2435,1.5572,-0.2561,2.0583,0.264,2.0358,0.211
5,15,0,boostnsift,0.9152,0,0.9923,-0.747,1.4176,-0.4007,2.0878,0.9152,1.0954,-0.751,1.1209,-0.7335
5,59,0,locus,0.9592,0,3.1307,-0.3772,1.879,-1.7079,2.9157,-0.6956,1.763,-1.8518,3.8564,0.9592
5,71,0,locus,0.2799,0,1.5346,-0.0764,1.8534,0.1634,1.7382,0.0237,1.913,0.1951,1.9595,0.2799
5,38,0,buglocator,0.728,1,1.0994,-1.168,1.3956,-0.9509,2.0702,-0.3007,2.6159,0.728,2.1295,-0.253
5,55,0,boostnsift,0.9006,0,0.6488,-0.7465,1.0883,-0.3861,1.7439,0.9006,0.7163,-0.7861,0.8882,-0.6222
5,19,0,BRaIn,0.3487,1,0.3885,0.2693,0.4676,0.3487,-0.1895,-0.4122,0.0569,-0.1693,0.1033,-0.1309
5,97,0,BRaIn,0.4559,0,0.8717,0.0456,1.1746,0.4559,0.9882,0.0586,0.4896,-0.4435,0.4657,-0.4754
5,64,0,locus,0.3572,1,1.2465,-0.5413,1.5133,-0.3535,1.8473,-0.044,2.0126,0.1178,2.1363,0.3572
5,38,0,locus,0.3191,0,1.3494,-0.2309,1.8432,0.1839,1.7519,0.0681,1.7226,0.0353,1.9288,0.3191
5,14,0,boostnsift,0.5087,0,1.2114,-0.3859,1.6821,0.0058,1.9458,0.5087,0.8318,-0.8725,0.9515,-0.7608
5,28,0,locus,0.4425,0,1.0425,0.0178,1.1632,0.0595,1.1642,0.036,1.1387,0.007,1.3732,0.4425
5,7,0,locus,0.5592,0,1.3533,-0.7603,1.351,-0.8416,1.343,-0.874,2.1363,-0.0842,2.462,0.5592
5,10,0,locus,0.4398,1,0.298,0.0438,0.3157,-0.0175,0.3964,0.0387,0.3008,-0.0604,0.6027,0.4398
5,28,0,boostnsift,0.3128,0,1.6796,-0.1996,1.7469,-0.2114,2.2277,0.3128,2.1599,0.1737,2.1432,0.149
5,86,0,BRaIn,0.3499,0,0.7557,-0.2553,1.3595,0.3499,1.2791,0.1646,0.205,-0.913,0.4834,-0.6426
5,141,0,BRaIn,0.3197,0,-3.2469,-0.0559,-2.8425,0.3197,-2.8928,0.1948,-3.8678,-0.7838,-4.4941,-1.418
5,29,0,buglocator,0.3531,1,0.5915,-0.1062,0.7143,-0.0625,0.202,-0.5992,1.0462,0.3531,0.9346,0.1219
5,61,0,buglocator,0.3757,1,1.4946,0.0454,1.3952,-0.133,1.6635,0.1108,1.7977,0.3757,1.3689,-0.1953
5,39,0,boostnsift,0.3106,1,0.4989,0.1763,0.6055,0.2039,0.6712,0.3106,0.3801,-0.0496,0.536,0.0984
5,11,0,locus,0.294,1,-0.4929,-0.1087,-0.4024,-0.0972,-0.0961,0.1845,-0.1288,0.1484,-0.0356,0.294
5,11,0,buglocator,0.2521,0,1.1519,-0.1909,1.4535,0.0317,1.596,0.1498,1.6912,0.2521,1.6807,0.2229
5,157,1,,0.0,0,,,,,,,,,,
5,8,0,BRaIn,0.577,0,-0.3427,0.0368,-0.031,0.577,-0.8235,-0.5474,-0.3385,-0.066,-0.4497,-0.1851
5,84,0,boostnsift,0.8254,0,0.8589,-0.6612,1.2882,-0.3109,1.8686,0.8254,0.8421,-0.785,0.9896,-0.6455
5,23,0,boostnsift,0.9586,0,0.7529,-0.7611,1.1489,-0.4441,1.8625,0.9586,0.7798,-0.8412,0.6341,-0.9948
5,17,0,locus,0.3391,1,1.7168,-0.6185,1.6972,-0.717,2.2975,-0.1413,2.5781,0.1359,2.6838,0.3391
5,11,1,,0.0,0,,,,,,,,,,
5,76,1,,0.0,0,,,,,,,,,,
5,76,1,,0.0,0,,,,,,,,,,
5,119,0,BRaIn,0.4301,0,-3.6916,0.1879,-3.5309,0.4301,-3.9883,-0.2123,-4.4049,-0.6324,-4.9574,-1.1929
5,35,0,boostnsift,0.8102,1,0.5572,-0.654,0.9945,-0.2957,1.5597,0.8102,0.7821,-0.5361,0.8684,-0.4578
5,5,0,boostnsift,0.4849,1,2.2049,-0.5703,2.0927,-0.7615,3.1237,0.4849,2.3133,-0.5689,2.8838,-0.0064
5,130,0,BRaIn,0.4414,0,-3.6246,0.1766,-3.4526,0.4414,-3.8157,-0.1181,-4.3315,-0.6374,-4.9,-1.2139
5,11,0,locus,0.4449,0,1.5912,-0.3261,1.732,-0.2644,1.903,-0.1178,2.0545,0.0301,2.2659,0.4449
5,101,0,boostnsift,0.8411,1,1.4789,-0.4646,1.6959,-0.3266,2.292,0.8411,1.1312,-0.9193,1.3114,-0.7471
5,126,1,,0.0,0,,,,,,,,,,
5,49,0,BRaIn,0.4703,0,-3.5915,0.1477,-3.3907,0.4703,-3.7387,-0.103,-4.292,-0.6598,-4.8617,-1.2375
5,36,0,boostnsift,0.818,1,0.8512,-0.458,1.0847,-0.3035,1.6577,0.818,0.6644,-0.7518,0.7275,-0.6967
5,23,0,boostnsift,0.3769,0,-0.518,0.0864,-0.3877,0.1376,-0.2559,0.3769,-0.652,-0.1546,-0.9847,-0.4953
5,37,0,locus,0.7653,0,-1.6698,-0.1833,-2.6187,-1.2112,-4.9519,-3.5689,-1.7671,-0.3876,-1.138,0.7653
5,48,0,FlexFL,0.7222,1,-2.9409,0.7222,-3.3147,-0.1042,-3.6911,-0.5052,-3.4358,-0.2533,-4.2859,-1.1114
5,133,1,,0.0,0,,,,,,,,,,
5,60,0,BRaIn,0.4036,0,-3.6563,0.2144,-3.5221,0.4036,-3.8894,-0.1223,-4.3803,-0.6166,-4.9447,-1.189
5,16,0,locus,0.3075,0,1.405,-0.3201,1.6272,-0.1769,1.9927,0.1642,1.9996,0.1675,2.0735,0.3075
5,1,0,boostnsift,0.3856,1,0.892,0.0928,1.0071,0.1289,1.1477,0.3856,0.5122,-0.394,0.6209,-0.2934
5,12,1,,0.0,0,,,,,,,,,,
5,5,0,boostnsift,0.4379,0,1.216,-0.0933,1.4445,0.0562,1.6578,0.4379,1.2393,-0.177,1.4649,0.0406
5,73,0,boostnsift,0.4528,0,1.1599,-0.1827,1.4834,0.0617,1.6912,0.4528,0.7889,-0.6608,1.0355,-0.4222
5,12,0,locus,0.8558,0,0.1002,-1.7978,-0.4175,-2.3945,-2.3557,-4.3571,1.6241,-0.3808,2.2464,0.8558
5,58,1,,0.0,0,,,,,,,,,,
5,8,0,boostnsift,0.6712,0,1.5603,-0.4511,1.9337,-0.1567,2.3599,0.6712,1.7206,-0.3978,1.7371,-0.3893
5,65,1,,0.0,0,,,,,,,,,,
5,111,0,boostnsift,0.5339,0,0.9253,-0.4305,1.4154,-0.0194,1.7043,0.5339,0.7722,-0.6906,0.9978,-0.473
5,15,0,locus,0.3842,0,1.2022,0.0984,1.2158,0.0329,0.8544,-0.353,1.3016,0.0908,1.4523,0.3842
5,9,0,boostnsift,0.3922,0,1.5628,-0.1231,1.2562,-0.5087,2.0343,0.3922,1.3352,-0.4577,1.8871,0.0863
5,70,0,boostnsift,0.329,1,0.8504,0.1695,0.9454,0.1855,1.0294,0.329,0.5016,-0.2863,0.7283,-0.0676
5,39,0,locus,0.4064,0,1.475,0.1756,0.9566,-0.4218,1.2528,-0.1501,1.0099,-0.3965,1.6479,0.4064
5,60,0,buglocator,0.2967,1,1.5864,-0.5112,1.7105,-0.4661,2.3909,0.1898,2.446,0.2967,2.0111,-0.2015
5,67,0,FlexFL,0.5453,0,-2.6739,0.5453,-2.8708,0.0727,-3.0409,-0.122,-3.1003,-0.1849,-3.9913,-1.0838
5,18,0,boostnsift,0.5973,1,0.5601,-0.3667,0.923,-0.0828,1.2753,0.5973,0.2206,-0.8131,0.1703,-0.8715
5,31,0,boostnsift,0.8426,0,0.9215,-0.6012,1.2735,-0.3281,1.8711,0.8426,0.8868,-0.7428,0.7189,-0.9187
5,19,0,boostnsift,0.8111,0,0.6329,-0.5675,0.9828,-0.2966,1.5489,0.8111,0.6542,-0.6532,0.5392,-0.7762
5,72,1,,0.0,0,,,,,,,,,,
5,29,0,boostnsift,0.3161,1,1.4535,-0.1149,1.8458,0.1984,1.9169,0.3161,1.4025,-0.2729,1.4978,-0.1856
5,38,0,boostnsift,0.3852,1,1.8298,-0.917,2.0509,-0.7749,3.0953,0.3852,2.7714,-0.0824,2.9551,0.0933
5,8,0,boostnsift,0.3188,1,0.9141,-0.2257,0.8919,-0.3269,1.4883,0.3188,1.0683,-0.1785,1.4145,0.1597
5,106,0,BRaIn,0.4076,0,1.0867,-0.2726,1.7078,0.4076,1.5697,0.1069,1.1454,-0.3209,0.6453,-0.8291
5,54,0,BRaIn,0.3785,1,0.5923,0.0628,0.8779,0.3785,0.7689,0.136,0.3021,-0.3344,0.5716,-0.0728
5,18,0,boostnsift,0.4431,0,1.5647,-0.1686,1.8837,0.0714,2.0818,0.4431,1.607,-0.2334,1.6421,-0.2062
5,57,1,,0.0,0,,,,,,,,,,
5,44,0,boostnsift,0.2958,1,1.5134,-0.4478,1.5634,-0.4768,2.3097,0.2958,2.2589,0.1907,1.9436,-0.1326
5,28,0,buglocator,0.3447,1,0.7372,0.151,0.6782,0.013,0.2534,-0.4362,0.9347,0.3447,0.8315,0.1303
5,5,0,boostnsift,1.3359,1,1.828,-0.7424,1.6576,-0.9918,2.9189,1.3359,1.8163,-0.8611,1.7292,-0.9562
5,7,0,locus,0.4831,0,1.5571,-1.0236,1.6647,-0.995,2.3455,-0.3386,2.6796,-0.0081,2.9292,0.4831
5,25,0,buglocator,0.3885,1,1.0556,-0.2323,1.2167,-0.1502,1.4894,0.098,1.6364,0.3885,1.2542,-0.1487
5,105,1,,0.0,0,,,,,,,,,,
5,111,1,,0.0,0,,,,,,,,,,
5,9,0,boostnsift,0.9545,1,1.2383,-0.7545,1.412,-0.6597,2.3412,0.9545,1.6317,-0.468,1.5968,-0.5109
5,97,0,FlexFL,0.4963,1,-4.21,0.4963,-4.3579,0.1217,-5.2593,-0.8043,-5.0405,-0.589,-5.5103,-1.0668
5,47,0,buglocator,0.3914,1,1.6322,-0.4647,1.6777,-0.4982,2.2955,0.0951,2.4454,0.3914,2.2935,0.0816
5,17,0,BRaIn,0.3324,1,0.3742,0.2856,0.4372,0.3324,-0.3182,-0.5104,-0.0019,-0.1975,0.0867,-0.117
5,16,0,boostnsift,0.5328,0,0.9548,-0.4736,1.489,-0.0183,1.7768,0.5328,0.8369,-0.6984,0.7946,-0.7488
5,26,1,,0.0,0,,,,,,,,,,
5,69,0,BRaIn,0.4454,0,-3.385,0.0196,-3.0562,0.4454,-3.2321,0.0691,-4.0317,-0.7341,-4.6368,-1.3472
5,32,0,buglocator,0.286,0,1.5847,-0.7126,1.6925,-0.6838,2.3472,-0.0536,2.6458,0.286,2.6014,0.189
5,106,1,,0.0,0,,,,,,,,,,
5,23,0,locus,1.1748,1,1.752,-0.5928,1.4284,-0.9954,1.0341,-1.4142,1.6421,-0.8097,2.6934,1.1748
5,27,0,BRaIn,0.4711,0,1.1757,-0.058,1.5822,0.4711,0.8471,-0.4901,1.3521,0.0113,1.3806,0.0319
5,46,0,boostnsift,0.4865,0,1.2418,-0.3919,1.7406,0.028,1.9821,0.4865,0.8781,-0.8625,0.9421,-0.8066
5,92,1,,0.0,0,,,,,,,,,,
5,56,0,boostnsift,0.5393,1,1.6721,-0.3109,1.6118,-0.4502,2.3314,0.5393,2.0372,-0.0528,1.7554,-0.3425
5,36,0,boostnsift,0.3597,1,1.5057,0.1982,1.2097,-0.1768,1.6561,0.3597,0.9179,-0.4967,1.5413,0.1188
5,22,0,buglocator,0.3185,0,1.4312,-0.4237,1.6529,-0.2809,2.1263,0.168,2.2033,0.3185,2.0079,0.038
5,42,0,locus,0.4635,0,1.6205,0.1185,1.2228,-0.3582,1.5802,-0.0253,1.281,-0.328,1.8505,0.4635
5,45,1,,0.0,0,,,,,,,,,,
5,116,0,FlexFL,0.6032,1,-2.8179,0.6032,-3.0726,0.0148,-3.3968,-0.3339,-3.2538,-0.1944,-4.1256,-1.0742
5,50,1,,0.0,0,,,,,,,,,,
5,57,0,locus,0.3964,1,1.7986,-0.2446,1.6133,-0.5089,2.2288,0.0821,2.0857,-0.0644,2.3917,0.3964
5,90,0,buglocator,0.6356,1,0.9076,-1.3113,0.8084,-1.4895,0.4322,-1.8902,2.5674,0.6356,2.1733,-0.1606
5,10,0,FlexFL,0.4344,1,0.9219,0.4344,0.836,0.1836,0.6776,0.0007,0.4468,-0.2336,0.7475,0.0591
5,5,0,boostnsift,0.537,0,1.2783,-0.2819,1.5854,-0.0539,1.9088,0.537,1.4827,-0.1846,1.6167,-0.0585
5,92,0,boostnsift,0.8614,0,0.6868,-0.4388,0.5698,-0.6347,1.4741,0.8614,0.8576,-0.3749,0.7417,-0.4988
5,1,0,buglocator,0.6531,0,1.1633,-0.4633,1.0681,-0.6374,1.5634,-0.1666,1.975,0.6531,1.5485,-0.193
5,91,0,boostnsift,0.427,0,-2.2703,0.1219,-2.2257,0.0875,-2.0437,0.427,-2.5822,-0.297,-3.5514,-1.2742
5,21,0,buglocator,0.3704,1,1.0226,-1.0451,1.516,-0.6307,0.7083,-1.4629,2.4162,0.3704,2.2873,0.1046
5,38,0,boostnsift,0.9304,1,0.836,-0.8628,1.3618,-0.4159,2.0473,0.9304,0.8776,-0.9282,0.8166,-0.9972
5,114,1,,0.0,0,,,,,,,,,,
5,34,1,,0.0,0,,,,,,,,,,
5,19,0,locus,0.8888,0,1.6001,-0.8083,1.6918,-0.7956,2.0835,-0.4284,2.1016,-0.4138,2.7569,0.8888
5,50,0,boostnsift,0.6921,1,1.0421,-0.5965,1.54,-0.1776,1.9871,0.6921,0.7508,-0.9948,0.9412,-0.8124
5,21,0,boostnsift,0.3646,0,1.7518,0.118,1.8626,0.1499,1.9823,0.3646,1.5609,-0.1799,1.8274,0.0786
5,37,0,boostnsift,1.1713,0,1.1351,-1.1868,1.4926,-0.9083,2.6704,1.1713,1.7441,-0.6848,1.6542,-0.7827
5,90,0,boostnsift,0.333,1,1.9789,-0.1969,1.9996,-0.2553,2.5243,0.333,2.0043,-0.2786,2.4363,0.1455
5,47,0,locus,0.3044,1,1.9199,-0.6058,1.9266,-0.6781,2.8033,0.1741,2.5344,-0.0984,2.8742,0.3044
5,2,1,,0.0,0,,,,,,,,,,
5,33,0,locus,0.3687,1,1.6978,-0.1875,1.6532,-0.3111,2.0986,0.1098,2.0883,0.0959,2.2338,0.3687
5,172,1,,0.0,0,,,,,,,,,,
5,91,0,boostnsift,0.3222,1,1.65,0.1567,1.7646,0.1923,1.8418,0.3222,1.291,-0.3094,1.619,0.0107
5,1,0,boostnsift,0.3036,1,1.5985,-0.5847,1.7232,-0.539,2.5317,0.3036,2.4731,0.1829,2.3111,0.0129
5,22,0,boostnsift,1.0362,1,1.2535,-0.7856,1.3889,-0.7292,2.3877,1.0362,1.5589,-0.5873,1.5965,-0.5577
5,36,0,boostnsift,0.8165,1,0.6695,-0.5806,1.0271,-0.302,1.5986,0.8165,0.7558,-0.6013,0.7458,-0.6192
5,20,0,locus,0.3451,0,1.3903,-1.5684,1.5389,-1.4988,2.218,-0.8442,3.1956,0.1299,3.3072,0.3451
5,3,0,boostnsift,0.3551,1,1.8837,0.2384,1.6681,-0.0562,1.9938,0.3551,1.6588,-0.0935,1.7896,0.0293
5,37,1,,0.0,0,,,,,,,,,,
5,44,0,buglocator,0.3665,1,1.3779,-0.4715,1.5951,-0.3333,2.0729,0.12,2.1979,0.3665,1.8288,-0.1356
5,101,0,boostnsift,0.3707,1,1.6107,0.2228,1.069,-0.3979,1.7364,0.3707,1.1198,-0.3752,1.3806,-0.1223
5,7,0,boostnsift,0.8892,1,0.7676,-0.7025,1.1745,-0.3747,1.8186,0.8892,0.8958,-0.6813,0.9065,-0.6786
5,74,0,locus,0.5835,1,-0.5664,-0.0015,-0.8079,-0.3221,-1.4043,-0.943,-0.5954,-0.1376,-0.2164,0.5835
5,60,0,boostnsift,0.4301,0,0.4464,-0.3286,0.8734,0.0194,1.1235,0.4301,0.5142,-0.3678,0.9383,0.0484
5,48,0,FlexFL,0.3888,0,0.2162,0.3888,0.1759,0.2292,-0.6903,-0.6615,-0.1723,-0.147,-0.0003,0.0169
5,100,0,locus,0.3552,1,1.7347,-0.5697,1.6875,-0.6959,2.4039,-0.004,2.5312,0.1198,2.6529,0.3552
5,45,0,boostnsift,0.3534,1,1.8112,-0.0465,1.7817,-0.155,2.2062,0.3534,1.8216,-0.1431,2.0979,0.1251
5,18,0,locus,0.3321,1,1.6965,-0.1771,1.6019,-0.3507,2.1235,0.1464,1.9608,-0.0198,2.2221,0.3321
5,171,0,FlexFL,0.9038,0,-3.3198,0.9038,-3.8792,-0.2899,-4.627,-1.0622,-3.8751,-0.3138,-4.6654,-1.1121
5,19,0,buglocator,0.2522,0,1.4844,0.0274,0.9158,-0.6202,1.3327,-0.2278,1.8055,0.2522,1.7947,0.2228
5,165,1,,0.0,0,,,,,,,,,,
5,92,0,BRaIn,0.3992,1,1.249,0.2188,1.3786,0.3992,0.9812,-0.1525,0.9522,-0.185,1.1398,-0.0053
5,35,0,boostnsift,0.7449,0,0.7724,-0.4726,1.0936,-0.2304,1.5935,0.7449,0.8403,-0.5117,0.8586,-0.5014
5,19,0,boostnsift,0.9772,1,0.7928,-0.8005,1.2096,-0.4627,1.9418,0.9772,0.8454,-0.8549,0.8245,-0.8838
5,32,1,,0.0,0,,,,,,,,,,
5,15,0,boostnsift,0.4971,1,0.7481,-0.3737,0.8655,-0.3353,1.4703,0.4971,1.1912,-0.0376,1.2182,-0.0186
5,27,1,,0.0,0,,,,,,,,,,
5,35,0,locus,0.3808,1,1.8902,-0.2146,1.6876,-0.4963,2.306,0.0977,2.2048,-0.007,2.4533,0.3808
5,105,0,boostnsift,0.3309,1,1.6922,-0.3464,2.0486,-0.0689,2.387,0.3309,2.3011,0.1556,2.0973,-0.0562
5,40,0,boostnsift,0.4766,1,1.5352,-0.8013,2.0768,-0.3387,2.685,0.4766,2.4535,0.0099,2.3366,-0.1149
5,18,0,buglocator,0.2909,0,1.7528,-0.2942,1.6919,-0.4341,2.1715,0.021,2.3955,0.2909,2.3462,0.1841
5,81,0,locus,0.4586,1,0.6742,-0.0004,0.6712,-0.0824,-0.4708,-1.2488,0.798,0.0164,1.0231,0.4586
5,42,0,BRaIn,0.271,1,1.618,0.2004,1.766,0.271,1.6633,0.1423,1.4736,-0.0509,1.7645,0.232
5,22,0,FlexFL,0.3284,1,1.5844,0.3284,1.4677,0.1327,1.6045,0.2651,1.0718,-0.2912,1.4976,0.1265
5,25,1,,0.0,0,,,,,,,,,,
5,23,0,locus,0.4178,1,1.5049,-0.1005,1.6572,-0.0272,1.5972,-0.1117,1.7696,0.0572,1.9539,0.4178
5,15,0,boostnsift,0.8698,1,2.0557,-0.6519,2.1332,-0.6533,3.056,0.8698,1.5712,-1.2433,2.4312,-0.3913
5,24,0,FlexFL,0.8856,1,-3.2233,0.8856,-3.7604,-0.2676,-4.3919,-0.9236,-3.8013,-0.3365,-4.5926,-1.1359
5,37,0,boostnsift,0.6188,0,1.7341,-0.3943,1.7925,-0.4148,2.4768,0.6188,1.8625,-0.3728,2.103,-0.1403
5,80,0,locus,0.5987,1,0.6717,-0.496,0.6389,-0.6078,-0.7096,-1.9808,1.151,-0.1237,1.5162,0.5987
5,26,1,,0.0,0,,,,,,,,,,
